,GQQ,LDA,serie
0,0.00017050072025015517,0.2427825639155127,"[ 1.45698635e-05  8.46170370e-06  1.55163178e-05 ... -2.24130263e-05
  4.61482821e-07  1.17905650e-05]"
1,0.0001877572587404286,0.14612208592290762,"[-1.53306850e-05 -1.89964153e-06 -2.45850476e-06 ...  9.77585667e-06
 -3.93683854e-06  1.65503523e-05]"
2,0.00016015675405534058,0.21448398196196908,"[-1.72794463e-05 -2.52938043e-05  1.03304762e-05 ...  1.37969688e-05
  1.48824792e-05  8.76551767e-06]"
3,0.0005199740758721205,0.1989573608055441,"[ 1.40730011e-06 -5.99558640e-06 -1.87626022e-06 ...  2.84561182e-05
  8.21800068e-06  4.15787209e-06]"
4,0.00018056875252936422,0.15412645400017672,"[-2.18777645e-05  6.39484553e-06 -2.36638603e-06 ... -1.11187552e-05
 -2.60280538e-06  1.18653381e-05]"
5,0.00018903589468510784,0.1683670400911392,"[ 3.55066725e-06 -9.92314899e-06 -1.11765082e-05 ...  1.44496532e-05
  4.03082627e-06  5.05322296e-07]"
6,0.0001119203818134018,0.15661279117987104,"[ 1.03719035e-08 -8.92728264e-06 -5.95494439e-06 ... -4.70428380e-06
  1.90112975e-05 -8.40591515e-06]"
7,0.00020924222066343034,0.1563804858833412,"[ 5.05606307e-06  1.70713067e-05 -7.95056355e-06 ...  2.03331958e-05
 -1.23007738e-05 -7.09796864e-06]"
8,0.00016725414650842207,0.18295454654992593,"[ 8.15279266e-06  1.25531870e-05  1.15004782e-05 ...  2.03865738e-05
 -1.08069806e-05  8.53434753e-06]"
9,0.00020599507565910447,0.18732267224849786,"[-5.42076603e-06 -1.01868192e-06 -1.08404226e-05 ...  4.64342942e-06
 -2.24782469e-05  9.88192189e-06]"
10,0.00016276930580716442,0.21487139406282357,"[-5.68912846e-06 -1.08858133e-05 -5.84049448e-06 ...  3.83209848e-06
  5.42693577e-06  1.40409359e-05]"
11,0.0001856580317142198,0.12594182621315805,"[-1.03237700e-05  1.37979062e-05 -4.12885988e-06 ...  5.41561193e-06
 -2.54704898e-06  7.02165938e-06]"
12,0.0004023464259420573,0.22595329377933843,"[ 1.38295241e-05 -9.52037508e-06  1.64592661e-06 ...  1.02707699e-05
 -6.57626423e-06  5.02931575e-06]"
13,0.00016120588001011793,0.2146873403874214,"[ 1.28326527e-05 -1.52209459e-05 -2.38581875e-06 ...  1.66998312e-05
  1.05197927e-05 -8.28965793e-06]"
14,0.00015937748975924926,0.151325402093544,"[-3.09431113e-06  1.95292993e-05 -1.23907002e-05 ... -1.58901828e-05
 -3.81864273e-06 -6.25978736e-06]"
15,0.00024017602595649556,0.1877886664468503,"[ 2.48349758e-06 -1.52732024e-05  3.66020449e-06 ... -3.10791625e-06
 -8.64585837e-06 -6.37440669e-06]"
16,0.00026432757576833055,0.1872997401740468,"[-1.50296731e-06 -1.33433066e-06 -6.48959865e-06 ... -6.32286849e-06
 -1.01533395e-05  1.37643854e-05]"
17,0.00020129139471902757,0.1259503695377773,"[-8.62413057e-07 -1.06103286e-06  1.80628892e-05 ... -3.45192710e-06
  1.10705564e-06 -4.37089514e-07]"
18,0.0002530758686482004,0.12428938403085142,"[ 5.57860643e-06 -2.03677752e-06  6.79872746e-06 ...  7.98175825e-06
  9.96222046e-07  4.96358296e-06]"
19,0.00019639700128748494,0.18808567156935463,"[-1.57116658e-05  9.14722104e-06  8.18429798e-06 ... -7.80190404e-06
 -1.24767483e-05  9.28154788e-06]"
20,0.0002756788326335746,0.18635059635133575,"[1.11688148e-05 1.80806711e-05 6.57292852e-06 ... 7.25218989e-06
 7.89708668e-06 1.41798467e-06]"
21,0.00022368063334843313,0.16021756241898413,"[ 8.66166131e-06 -6.46078170e-06  1.00184236e-05 ...  1.80688159e-05
  2.44294484e-06 -1.21984613e-06]"
22,0.00013745664990183482,0.16121325004228143,"[ 1.07939306e-05  3.38643702e-06  1.57129662e-06 ...  6.00666588e-06
 -4.34836845e-07  3.56785842e-06]"
23,0.0002012303547269667,0.15564548213851206,"[-9.53688866e-06 -1.31134881e-05  1.67394225e-06 ...  1.48438282e-06
  1.19446598e-05 -2.49370072e-05]"
24,8.112885715549911e-05,0.1721973337075301,"[-7.80331571e-07  9.78657221e-06 -2.06785718e-06 ... -1.38846969e-05
  1.86826911e-05 -1.01715064e-06]"
25,0.00010721980260552932,0.18569186842194846,"[ 1.08236100e-05  8.98073873e-06 -1.22762796e-05 ... -8.61371573e-07
 -5.52039788e-06  8.79230466e-06]"
26,0.00019068615291606417,0.14546253718404595,"[-6.82369440e-08  1.77787095e-05  1.27141383e-05 ...  1.19500761e-05
 -5.01362333e-06 -3.90827354e-06]"
27,0.00018545758088750475,0.1990261503546747,"[-8.34848719e-06  1.43115528e-06  7.89023880e-07 ...  6.73107069e-08
 -2.79993700e-06  4.01643348e-06]"
28,0.0002189367268727871,0.1718507792583084,"[ 1.49502711e-05  1.15235586e-05 -3.35496678e-07 ...  3.65157459e-06
 -8.04579958e-06  4.25247305e-06]"
29,0.0002461802722715234,0.2739722314234329,"[ 3.61961200e-06  1.76428006e-06 -7.76090531e-06 ... -8.47515507e-06
 -3.00664472e-06  3.13381351e-06]"
30,0.00017430669654872055,0.14385023944655206,"[-1.32074349e-05 -1.14548876e-05 -9.05343982e-06 ...  7.51759224e-06
 -1.82163212e-05  2.41300739e-06]"
31,0.00041926232170119704,0.28717830243365206,"[-1.58552838e-06 -7.29780271e-06 -2.55239163e-06 ...  1.16171616e-06
  1.92803698e-05 -1.04594097e-05]"
32,0.00021607041795845827,0.27764363625539246,"[-8.00567018e-07 -2.26966845e-06  5.22741741e-06 ... -9.26625027e-06
 -3.84526362e-06  1.53866263e-05]"
33,0.00013698968995834448,0.14872301753067416,"[-3.26014202e-07  1.43795623e-05  2.06493382e-05 ...  1.12819839e-05
 -1.07547331e-05 -1.21958921e-05]"
34,0.00033608323768452575,0.1919067161399713,"[-6.59256736e-06 -1.38225285e-05 -3.84754691e-06 ... -1.31291325e-05
 -1.46390130e-05  1.23827498e-05]"
35,0.00033147263643074076,0.20438524021887272,"[-8.38416001e-07  2.08823849e-05  4.12880849e-06 ...  6.02409184e-06
 -3.18478877e-05 -4.77427792e-06]"
36,0.00010606698132775705,0.13620850368383544,"[ 1.25089012e-05  2.98166615e-06 -1.93442128e-05 ...  1.21496551e-06
 -1.18488737e-05  1.90200535e-06]"
37,0.00030282011961457744,0.17981247616010781,"[ 1.70531088e-05 -2.93518537e-06  5.06046943e-07 ... -3.51818667e-06
 -4.61382443e-06 -1.63512430e-05]"
38,0.000313229253966929,0.1661232947485666,"[ 2.51046349e-06  6.23330862e-06 -4.81363092e-06 ...  6.16005582e-06
 -5.13589761e-07 -9.58530527e-06]"
39,0.0002658204772391093,0.2585810420924274,"[ 5.33218230e-06 -1.23385301e-05  1.28644925e-06 ... -1.08565964e-05
  1.33694151e-05 -5.23519286e-06]"
40,0.0005119643427984322,0.18264146764367978,"[ 1.60142058e-06  1.46894915e-05  9.15663384e-06 ...  1.71664130e-05
 -1.30606815e-05  1.72510777e-06]"
41,0.0002482602307045667,0.2617309763190222,"[-1.76803208e-06 -4.64713958e-06  4.49761505e-06 ... -1.63030153e-06
 -2.28348637e-06  6.10595699e-06]"
42,0.0001432961227414431,0.259791160790836,"[-1.73418302e-05  1.08013643e-07  1.42813187e-05 ... -6.85296065e-06
 -4.25615945e-06 -3.60859730e-06]"
43,0.0005538396913135069,0.11491383795991328,"[ 1.47520690e-05  1.41763477e-05 -4.42160896e-07 ... -9.14315158e-06
 -3.37373896e-06  1.14870558e-06]"
44,0.00011978916211285995,0.1649530670062372,"[ 1.26136350e-06 -2.56677059e-05 -7.99540864e-06 ...  7.47491846e-07
 -1.69956602e-05  3.02605260e-06]"
45,0.00012515135502932928,0.14282040136745486,"[-1.25955048e-05 -5.74401828e-06  2.60405174e-05 ... -4.19127371e-06
 -3.10019216e-06 -9.48778692e-06]"
46,0.000495808830718425,0.17570048822019022,"[ 6.86720190e-06  3.19658637e-06 -8.43437920e-06 ...  4.86251949e-06
 -2.42497007e-05  1.78101878e-05]"
47,7.125626492121562e-05,0.15337050802656332,"[-3.87078767e-06 -9.70109258e-06 -7.57172573e-06 ... -6.53721851e-06
 -5.58126734e-06  6.15290174e-06]"
48,0.0002344229565008904,0.19076720476014192,"[-6.24162029e-06  5.50332251e-06 -2.00372486e-05 ...  9.28006919e-06
  1.03747149e-06 -1.06758364e-05]"
49,0.00018768053895068526,0.11507819387349669,"[ 1.21129310e-05 -1.35332952e-06 -4.26149933e-06 ...  4.92439481e-06
  5.17592109e-06  1.74944696e-05]"
50,0.0002254826544894062,0.14997864452156423,"[ 1.17374184e-05  2.29555101e-05 -3.19125996e-07 ...  2.39241159e-05
  1.33747684e-05  1.29248556e-05]"
51,0.00019946647239776905,0.15800903519485282,"[-2.46346193e-06 -1.32924483e-06  4.65261007e-06 ...  1.34522695e-06
 -5.66412512e-06  7.83120231e-06]"
52,0.00017742095090667043,0.21797218020964382,"[-1.80225789e-05 -9.45208053e-06  2.79537382e-06 ...  1.69661622e-05
  5.30039714e-06 -2.74259659e-06]"
